hotel_id,name,address,price,Rating,hotell_id,latitude,longtitude
66,Wa Motel,"270-5, Gyeongyeol-ro, Buk-gu, Gwangju 61237 South Korea",$88,-1,h_66,35.1793,126.9171
67,Hotel Yaja Gwangju Chungjang-ro,"16-21, Jungang-ro 160beon-gil, Dong-gu, Gwangju 61484 South Korea",$294,-1,h_67,35.1514,126.9244
68,I Am Guesthouse Gwangju,"23, Gyeongyang-ro 165beon-gil, Buk-gu, Gwangju 61237 South Korea",$323,-1,h_68,35.179,126.9174
69,Hotel Making,"8, Sangmuyeonha-ro, Seo-gu, Gwangju 61963 South Korea",$385,-1,h_69,35.1432,126.8784
70,Shine Hotel,"48, Sangmuyeonha-ro, Seo-gu 9f, Gwangju 61949 South Korea",$438,-1,h_70,35.1439,126.8778
71,Zeus Motel,"82-3, Taebong-ro, Buk-gu, Gwangju 61252 South Korea",$155,-1,h_71,35.1762,126.9247
72,V Hotel,"15, Yongdutaekji-ro, Buk-gu, Gwangju 61023 South Korea",$92,-1,h_72,35.1841,126.9095
73,Sunshine Motel,"4-24, Geumhwa-ro 85beon-gil, Seo-gu, Gwangju 62006 South Korea",$492,-1,h_73,35.1342,126.8903
74,Ilbeonji Hotel,"17-16, Cheomdanjungang-ro 152beon-gil, Gwangsan-gu, Gwangju 62274 South Korea",$81,-1,h_74,35.2105,126.8422
75,M Motel,"14-19, Mujin-daero 212beon-gil, Gwangsan-gu, Gwangju 62363 South Korea",$426,-1,h_75,35.187,126.8238
76,Kimnetgwa,"13, Guseong-ro 204beon-gil, Dong-gu, Gwangju 61473 South Korea",$307,-1,h_76,35.1437,126.9356
77,Cheomdan Hotel,"47, Cheomdanjungang-ro 152beon-gil, Gwangsan-gu, Gwangju 62274 South Korea",$371,-1,h_77,35.2098,126.8421
78,Hotel Love Story,"38, Mudeung-ro 218beon-gil, Buk-gu, Gwangju 61251 South Korea",$475,-1,h_78,35.1784,126.9233
79,Urban Stay,"7, Mujin-daero 232beon-gil, Gwangsan-gu, Gwangju 62363 South Korea",$107,-1,h_79,35.1873,126.8284
80,Joa Guest House,"52, Sindosan-gil, Gwangsan-gu, Gwangju 62437 South Korea",$341,-1,h_80,35.2301,126.7859
81,Yahoo Motel,"5-12, Dongnip-ro, Nam-gu, Gwangju 61656 South Korea",$408,-1,h_81,35.1405,126.9091
82,Royal Motel,"5, Geumhwa-ro 422beon-gil, Nam-gu, Gwangju 61612 South Korea",$169,-1,h_82,35.1369,126.9115
83,Incheon Outback Guest House,"12, Jubuto-ro, Bupyeong-gu Unit#906, Two M castle, Gwangju 21393 South Korea",$317,1.5,h_83,35.1531,126.9175
84,Mudeungsan Jeungsimsa Templestay,"177, Jeungsimsa-gil, Dong-gu Jeungsimsa Templestay, Gwangju 61493 South Korea",$480,-1,h_84,35.1468,126.9381
