address,name,image,latitude,longitude,phone,Ranking,url,website
"Wolgoksanjeong-ro, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.1664918,126.8032729,,13,https://www.google.com/maps/search/?api=1&query=Goodwill%20Store&query_place_id=ChIJqfjiSQCJcTURYgB4r6M_G3M,https://www.goodwillstore.org/
"1?? 365 Jisan-dong, Gwangsan-gu, Gwangju, South Korea",Electronics store,,35.1878905,126.7364021,+82 62-262-2141,21,https://www.google.com/maps/search/?api=1&query=%EC%A7%80%EC%82%B0%EB%83%89%EB%8F%99&query_place_id=ChIJbb8U44qGcTURYeTNeZ_HzzA,
"South Korea, ??? 492-11?? 1? ??? ????? KR",Store,,35.2050836,126.6852406,+82 62-944-9800,22,https://www.google.com/maps/search/?api=1&query=%EB%A1%9C%ED%85%9C%EC%9B%B0%EB%B9%99%EA%B1%B4%EA%B0%95&query_place_id=ChIJ-f76C0iBcTURrC4sr9SHag4,
"Pungyeongcheolgil-ro, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.1627197,126.8119766,,10,https://www.google.com/maps/search/?api=1&query=%D0%9B%D0%B8%D0%BD%D0%B7%D1%8B&query_place_id=ChIJSRWTmBOJcTURkHdhpeI6IIQ,
"961-5 Sanjeong-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.1693948,126.8046066,,8,https://www.google.com/maps/search/?api=1&query=%EC%A0%80%EC%9D%8C%20%EB%8B%A8%EC%9E%90&query_place_id=ChIJAV6Gjp6JcTUR-_BcREnLjiw,
"98 Jangsin-ro, Suwan-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipNS56LcUKU0fZnIEc8127xwkCp2NepHNKnwmLAU=w1920-h1080-k-no,35.1903446,126.8196813,,4,https://www.google.com/maps/search/?api=1&query=%EB%A1%AF%EB%8D%B0%EC%88%98%EC%99%84%EC%95%84%EC%9A%B8%EB%A0%9B%EC%97%84%EB%B8%8C%EB%A1%9C%EC%83%81%EC%84%A4%EC%A0%90&query_place_id=ChIJpzSin7OPcTURFrVh1OrEy5o,
"621-40 Docheon-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.2089757,126.8139309,,3,https://www.google.com/maps/search/?api=1&query=DC%20Mate&query_place_id=ChIJXVvd6OOPcTURa_a_9m8J8nA,
"327-4 ??1? Seo-gu, Gwangju, South Korea",Shopping mall,,35.1551315,126.8907099,+82 70-4307-3617,12,https://www.google.com/maps/search/?api=1&query=Kitchenware%20wholesale%20shopping%20mall&query_place_id=ChIJm3YOo3SMcTURTT64TsRHZ8Q,http://www.damsang.com/
"273-23 Oseon-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.202095,126.7995773,+82 62-953-5527,11,https://www.google.com/maps/search/?api=1&query=%EC%95%84%EC%9D%B4%EB%A7%88%EC%BC%93%EC%BD%94%EB%A6%AC%EC%95%84%20%EA%B4%91%EC%A3%BC%EB%AC%BC%EB%A5%98%EC%84%BC%ED%84%B0&query_place_id=ChIJJf1tdWqPcTURz9PULOcOQL8,
"883 Yangsan-dong, Buk-gu, Gwangju, South Korea",Shopping mall,,35.2100246,126.8797466,+82 62-959-7901,10,https://www.google.com/maps/search/?api=1&query=Yale%20Co.%2C%20Ltd.&query_place_id=ChIJjZjLxMKNcTURMw9WOlGZkOE,
"Pyeongdongsandanoe-ro, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.136752,126.7619762,+82 10-8434-2218,9,https://www.google.com/maps/search/?api=1&query=Kkeulline&query_place_id=ChIJYwHLBYyHcTURsSp4P8Rkb2M,
"627 Sangmu-daero, Mareuk-dong, Seo-gu, Gwangju, South Korea",Outlet mall,https://lh5.googleusercontent.com/p/AF1QipM2JeehWNLJmFWHcsa9uHdjPlT3LEsW7nmmkCoM=w1920-h1080-k-no,35.140696,126.833498,+82 62-384-5100,8,https://www.google.com/maps/search/?api=1&query=Gwangju%20Outlet&query_place_id=ChIJmWBdEgWJcTURUQGFWQjy1TY,https://www.gwangjuoutlet.com/
"29 Chungjang-dong, Dong-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipNxt-fSppUjCRW9b_VxkAEU-Bnax_WoqdxMQh5l=w1920-h1080-k-no,35.1492297,126.91679,,6,https://www.google.com/maps/search/?api=1&query=Chunggeum%20Underground%20Shopping%20Arcade&query_place_id=ChIJ9zop14WMcTURxhzptJaZTjI,
"South Korea, ??? 888-2?? 1? ??? ????? KR",Shopping mall,,35.215662,126.843321,+82 62-266-8416,5,https://www.google.com/maps/search/?api=1&query=IMSTYLE&query_place_id=ChIJ_y6jL0OOcTURsDw0onJ4smU,
"South Korea, Gwangju, Seo-gu, Sangmu-daero, 773 106 ?",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipMaHhIBR5TqEmfVmrA0Ns59GB5rgQbRcmlwWOGP=w1920-h1080-k-no,35.1461518,126.8467644,+82 62-370-9000,7,https://www.google.com/maps/search/?api=1&query=Sejung%20Outlet&query_place_id=ChIJw-ttpWqJcTUR9RlMvO_lSkQ,http://www.sejung-outlet.co.kr/
"Yang-dong, Seo-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipP-n5OVM0dI6q_i3z0o4g-5XLUG_Xs60Fy_T6Bh=w1920-h1080-k-no,35.1538613,126.9021342,,4,https://www.google.com/maps/search/?api=1&query=Market&query_place_id=ChIJV-3rWHqMcTURtdH6kKxKQN4,
"South Korea, Gwangju, ??????",Shopping mall,,35.2088179,126.8145401,,2,https://www.google.com/maps/search/?api=1&query=Bakso%20makndut&query_place_id=ChIJfxpgKgCPcTURlolnBILY9LA,
"South Korea, Gwangju, Gwangsan-gu, Namsan-dong, 167?? 1?",Shopping mall,,35.1716819,126.7256131,,2,https://www.google.com/maps/search/?api=1&query=%ED%94%84%EB%9D%BC%EB%AF%B8%EC%8A%A4&query_place_id=ChIJuyUeieKGcTURBdYCaQ_Df9U,
"258-21 Songjeong-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipNbrA1vnAErULpvW6WhWIZ3SzlwvhCrycC8IcH1=w1920-h1080-k-no,35.1366706,126.7986259,,1,https://www.google.com/maps/search/?api=1&query=AlliBuy%20Anytime-Any%20Place&query_place_id=ChIJU3hyG-mJcTUR_AoYCfVgUEM,
"2-1 Donggok-ro 35beon-gil, Gwangsan-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipN4eiYwCqOlCIJYCSYFi4NrLlVpFhoIwsR4TDci=w1920-h1080-k-no,35.0870378,126.7720834,+82 1577-7949,16,https://www.google.com/maps/search/?api=1&query=%EB%94%94%EC%97%90%EC%8A%A4%ED%91%B8%EB%93%9C%EB%AA%B0&query_place_id=ChIJgRMfqDtRezUR2A2cdHaF5rc,http://www.dsfoodmall.com/
"355-1 Unsu-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipMYy0oPC-U8v0zFiz-d0fwUNxvOI980K_yA9-MN=w1920-h1080-k-no,35.1491172,126.7769958,+82 62-945-9692,15,https://www.google.com/maps/search/?api=1&query=Aritaum%20sunwoon&query_place_id=ChIJi4H6syWHcTURez9OhMr_h1A,
"Hwaun-ro, Seo-gu, Gwangju, South Korea",Shopping mall,,35.15823,126.878287,,8,https://www.google.com/maps/search/?api=1&query=Night%20Market&query_place_id=ChIJubQgGOiNcTUR7gxyQbBvSM4,
"Sanjeong-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,https://lh5.googleusercontent.com/p/AF1QipNwcvAme2cIedepHdZjEbGBda0oMG2bT-_BmwSZ=w1920-h1080-k-no,35.1534343,126.810883,,5,https://www.google.com/maps/search/?api=1&query=%EC%86%A1%EC%95%94%EC%87%BC%ED%95%91%ED%83%80%EC%9A%B4&query_place_id=ChIJrc8B8O6IcTURbP0evtEnLI0,
"69-26, Saam-ro 92beon-gil, Usan-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.1530223,126.8113151,+82 10-7305-0323,3,https://www.google.com/maps/search/?api=1&query=Khach%20San&query_place_id=ChIJ-x0x5EGJcTURGYt2jZ6sFa4,
"441 Yang-dong, Gwangsan-gu, Gwangju, South Korea",Shopping mall,,35.1519042,126.6641191,+82 62-362-0031,6,https://www.google.com/maps/search/?api=1&query=%EB%B0%94%EB%B3%B4%EC%8A%A4%ED%8F%AC%EC%B8%A0&query_place_id=ChIJhVe9d3cqcjUR7gen0X-IiL8,
"Cheonbyeonjwaha-ro, Seo-gu, Gwangju, South Korea",Shopping mall,,35.1595454,126.8526012,+82 10-5759-2338,2,https://www.google.com/maps/search/?api=1&query=Gwangju&query_place_id=ChIJ_1cZGq2JcTURMp_llwPZl9c,
